Apply Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=4bca629c9e11e552,"[개발]자연어처리(NLP, 텍스트마이닝) 개발자(정규직)",위메프 2.3 대한민국,,언어처리 / 기계학습 관련 알고리즘에 능숙한 자 [우대사항] - 자연언어처리 분야 석사 이상 - 중급 이상 Java 개발 능력 보유자 - 한국어 NLP / NLU 개발 경력자 - 보훈대상자(국가유공자)는 관련 법률에 의거...
https://kr.indeed.com/viewjob?jk=4cd0be60df2ff115,Cloud Technical Account Manager- Program...,Oracle 3.8 서울,,"database and middleware platforms, Oracle Database WebLogic/Java; Strong communication and presentation skills including..."
https://kr.indeed.com/viewjob?jk=7a730622208e64b8,각 부문별 신입/경력직원 인재,펀드온라인코리아 대한민국,,openAPI/EMS 등)운영 및 유지보수 - 외부기관 연계?중계시스템 운영 및 유지보수 [우대사항] - Java 활용 개발 경험 - Linux 환경 사용 경험 - DBMS 활용 경험... 운영(정규직 전환형 인턴0명...
https://kr.indeed.com/viewjob?jk=710d09d64b23f825,백엔드 개발자 - Payment 개발팀,myrealtrip 서울,,"보유하신 분 E-commerce의 주문/결제/정산 도메인 영역에서 3년 이상의 개발 경험을 가지고 계신 분 Java와 Spring Framework에 대한 개발 경험을 갖고 계신 분 대규모 서비스 설계, 구축, 운영 경험이..."
https://kr.indeed.com/viewjob?jk=58d3b1944562704d,PMO (Project Management Operations),RNA Systems 서울,"월급 1,800,000원 - 2,000,000원",우대 사항] - 전산관련 전공 또는 프로그래밍 능력이 있는 자 (필수는 아님) - 자료구조 / 알고리즘 / Java 등 프로그래밍 언어 이수 - 오픈소스 소프트웨어 교내 혹은 외부 프로젝트 참여 경험 근무 형태: 인턴...
https://kr.indeed.com/viewjob?jk=e6bcb3bf0905eb2c,MES 운영 및 관리(7~10년차)경력자 (국내 태양광 대기업),에이치엘비파트너스 충청북도,,인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MS-SQL|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#
https://kr.indeed.com/viewjob?jk=1ae9d99acc3fab79,[동영상플랫폼] 동영상 Cloud 플랫폼 개발,네이버 대한민국,,"개발 [역할 ] 전사 LIVE/VOD 클라우드 플랫폼의 서버 개발과 운영 [지원자격 ] - 3년 이상의 JAVA 기반의 서버 개발 경험 [우대사항 ] ※ 우대사항으로, 필수조건은 아닙니다. - Spring Framework..."
https://kr.indeed.com/viewjob?jk=6ffa465919377bae,2020년 경력사원 상시 (건축/토목/기계/전기/영업/기획/전산),신동아건설 대한민국,,"관련 경력 4년 ~ 10년(대리 ~ 과장급) - 재무 또는 공사관리 시스템 개발 및 운영 유경험자 - 파워빌더, Java, Jsp 프로그래밍 가능자 전형일정 접수기간 : ~ 채용시 접수방법 : 홈페이지( http..."
https://kr.indeed.com/viewjob?jk=e620d8b4b000a53c,웹개발 파트리더 경력직,베이리스 성남 수정구,,담당업무 자격요건 인원 [담당업무] [웹 개발 파트 리더] - Java Spring Boot Framework 능숙자 - Javascript... 통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프...
https://kr.indeed.com/viewjob?jk=d08bcd01e195b7c0,백엔드 개발자 - 신규 플랫폼 개발,myrealtrip 서울,,"[담당업무] Java와 Spring Framework 기반의 새로운 마이리... 분(특히 상품, 주문, 정산 도메인의 경험이 있으시면 더욱 좋습니다.) Java와 Spring Framework에 대한 개발 경험을 갖고 계신 분..."
https://kr.indeed.com/viewjob?jk=c3f341e754015d45,2020년도 쿠팡 경력 개발자 공개채용 (Android / iOS),Coupang 3.0 서울,,"개발 경험 3년 이상인 분 - Android Mobile application 개발 경험이 있으신 분(Java, Kotlin, Gradle 등) - 서비스 개선에 대한 열의와 적극적 태도가 있으신 분 [iOS개발자..."
https://kr.indeed.com/viewjob?jk=1241d1e756b15ce4,[배민서비스실] 검색서비스 개발자,우아한 형제들 서울 송파구,,"사용) 도구 개발 - 검색 부가서비스(연관검색어, 인기검색어, 자동완성, 초성검색) 개발 [지원자격] - Java 언어 환경의 서버 개발 (5년이상) - 객체지향 개발, 테스팅에 대한 실용적인 이해 - UNIX(Linux..."
https://kr.indeed.com/viewjob?jk=f51aeb749e64bff8,2020 이지어드민 [개발/영업/CS/마케팅] 신입 및 경력사원,핌즈 서울 중구,,케팅·광고·홍보·조사>마케팅>마케팅기획|마케팅·광고·홍보·조사>마케팅>제휴마케팅|마케팅·광고·홍보·조사>마케팅>온라인마케팅|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP
https://kr.indeed.com/viewjob?jk=01e76091f8a19a6d,"JAVA, JSP, C/C++ 외 경력 정규직 (통신 장비 개발 업체 유...",NZIA connect Inc. 인천 부평구,"연봉 25,000,000원 - 38,000,000원","NZIA connect Inc. JAVA, JSP, C/C++ 외 경력... Zabbix NMS 를 개발 운영중이며 추가 개발 및 버그 Fix 담당(JAVA, JSP, HTML, Linux) https... zabbix..."
https://kr.indeed.com/viewjob?jk=a0427584e85a0d53,안드로이드 개발자,myrealtrip 서울,,https://bit.ly/2MWrloq [자격요건] 3년 이상의 Android 개발 경험이 있으신 분 Java 언어에 대한 이해와 Kotlin 으로 개발 경험을 보유하신 분 기술적 문제에 대한 토론과 코드리뷰에 거부감이...
https://kr.indeed.com/viewjob?jk=7a08f5e589b10a00,"Senior, Software Engineer (Search Qualit...",Coupang 3.0 서울,,"소지자 * 알고리즘, 시스템 설계, 분산환경에서 3년 이상의 실무 경험 * Java, Scala, Python 등의 객체 지향 언어에서 3년 이상의... Oriented language, Java, Scala, Python..."
https://kr.indeed.com/viewjob?jk=6a77d800c96ec349,웹개발자(SPA)-자바스크립트 개발 경력 3년 이상,디에스파트너즈그룹 서울,,"워드) [제출처] 정대석대표, ds@dspartners.co.kr *지원하신분중 적합자(학력/경력 감안)분께 개별적으로 채용기업 등 상세 안내드리는점 양해바랍니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA"
https://kr.indeed.com/viewjob?jk=bba1b00eadbfeda3,[API플랫폼/FE플랫폼팀] 프론트엔드 경력 개발자,카카오 4.2 성남 판교역,,"경력 3년 이상 ES2015+의 이해 HTML, CSS의 이해 React 프레임워크 환경 실무 경험자 우대 Java, Playframework(Scala) 경험자 우대 인앱브라우저 환경 개발 경험자 우대 ※ 카카오 기술..."
https://kr.indeed.com/viewjob?jk=bdead759d762cfe5,Support Engineer (APAC),SendBird 서울,,"programming language... JavaScript, Swift, Objective C, Java, Kotlin, or C# * You have working knowledge... least one..."
https://kr.indeed.com/viewjob?jk=82a93c3c1f8df992,IoT S/W 개발자 경력 직원,리눅스아이티 광주 광산구,"연봉 24,000,000원 - 35,000,000원","MariaDB 가능자 우대 -C++,JAVA 가능자 우대 *네트워크 통신... 게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=00083060b68bb4bb,배민상회 서버 개발자,우아한 형제들 서울 송파구,,"Commerce 시스템 개발 [지원자격] - 나이/성별/학력/전공 무관, 경력 7년 이상 - Java 기반의 객체지향 설계 및 개발 능력이 있으신 분 - TDD를 이해하고 실천하고 계신 분 - Springframework..."
https://kr.indeed.com/viewjob?jk=e7529bad22351b4a,[국내중견금융그룹] iOS개발 운영담당자,FN executive search 서울,,"개발/출시 일정을 계획할 수 있고, 계획한 일정을 잘 지킬 수 있는 분 (우대사항) - Android, Java, Kotlin 을 활용한 프로젝트 개발 경함이 있으신 분 - 앱 성능 최적화 및 테스트에 대한 경험을 보유하신..."
https://kr.indeed.com/viewjob?jk=8b4a00cafc26b153,연구소 SW개발 신입 및 경력 사원,포소드 서울 영등포구,,"대졸 이상 - C/C++, Java, javascript, JQuery... 응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
https://kr.indeed.com/viewjob?jk=88b3f9c735dc9d26,[배민서비스실] 서버 개발자,우아한 형제들 서울 송파구,,"원자격] - 웹 애플리케이션 개발, 운영 경험자로서 실무 3년차 이상 또는 그에 준하는 역량을 보유한 분 - Java에 익숙하고 기타 언어 하나 이상을 습득한 분 - Spring 프레임워크(Spring Boot)를 이용한..."
https://kr.indeed.com/viewjob?jk=8ebabfc35cb2d6da,"(주)리앙커뮤니케이션즈 JAVA 개발부문 정규직 경력, 신입사원",리앙시스템즈 서울 강서구,,"- 컴퓨터 관련학과 전공자 우대 - 정보처리기사, 정보처리산업기사 소지자 우대 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA"
https://kr.indeed.com/viewjob?jk=467a1f785810394c,서비스개발 담당자 모집,한국선불카드 대한민국,,"규직 Web, 모바일 서비스 개발 및 운영 [ 자격요건 ] 초대졸이상 신입 또는 5 년이하 경력자 Java, Spring 개발 가능 자 Bootstrap 을 이용한 UI 개발 가능 자 [ 우대사항 ] Maven..."
https://kr.indeed.com/viewjob?jk=adf11885fe1116db,자바웹 개발자,서광미디어 광주 서구,,게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신... 통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프...
https://kr.indeed.com/viewjob?jk=842eea1379230eed,백엔드 소프트웨어개발자(정규직),데이터킹 안양 동안구,"연봉 30,000,000원",vySHgeuZhsU <모집직종> - 백엔드 개발자 1명 (마이크로소프트 Azure 운용) <경력조건> - JAVA스크립트 또는 Python 활용 - 스프링 또는 Node Js 프레임워크 활용 - Restful API에 대한...
https://kr.indeed.com/viewjob?jk=ad4566de27f15f08,[사장님플랫폼부문] 프랜차이즈시스템 백엔드 서버 개발자,우아한 형제들 서울 송파구,,"나이/성별/학력/전공 무관, 5년 이상의 경력을 갖추신 분 - 비즈니스 설계 개발 경험이 있으신 분 - Java 언어에 익숙하고 Spring boot, JPA 에 대한 경험이 있으신 분 - Git/Slack/Wiki/Jira..."
https://kr.indeed.com/viewjob?jk=9d5e6f65eff08ecf,LIVE서비스 Android 개발,아프리카TV 성남 분당구,,요건] -Android Navtive Application 경험을 보유한 분 -OOP 개념을 이해하고 Java를 능숙하게 다룰 수 있는 분 -각 플랫폼 별 UX 원칙을 잘 이해하고 있는 분 [우대사항] -Kotiln...
https://kr.indeed.com/viewjob?jk=c499b3dde5c2e196,데이터인프라개발팀 - 데이터 엔지니어,Nexon 성남 분당구,,라인 개발 지원자격 - 클라우드 환경에서 데이터 파이프라인을 만들고 활용해보신 분 - C++ / C# / JAVA / Scala / Python 언어 중 한가지 이상의 언어를 능숙히 사용하시는 분 - 데이터 처리를 위한...
https://kr.indeed.com/viewjob?jk=694647881aeef509,Business System Analyst,Amway Inc. 서울,,"functionalities and features... main Web browsers, HTML, Java, JSP and other web-based technologies. Be proficient..."
https://kr.indeed.com/viewjob?jk=15bfd0ccb9e9dbde,"3d게임 엔지니어, 디자이너",토마토브이알하우스 서울,,"유니티엔진, 언리얼엔진,C#,C++,Java,포토샵 등) 지원방법... 명시 (사용가능한 툴과 언어 기입 : 유니티엔진, 언리얼엔진,c#,c,java,포토샵 등) - 제출서류는 일체 반환하지 않음 마감일 채용시 전형..."
https://kr.indeed.com/viewjob?jk=842b81b319e55e7e,네이버 지식iN eXpert 서비스 백엔드 개발자,네이버 대한민국,,개발 - Quality Practice (a.k.a 애자일 프랙티스 및 기술 실천법) [필요역량] - Java 기반 백엔드 프로그래밍 기본 지식을 보유하신 분 - 개발 표준 수립 및 구현 전략이 가능하신 분 - Spring...
https://kr.indeed.com/viewjob?jk=add71a2887615954,웹 개발자(신입),이롭게 서울특별시,,"담당업무 웹서비스 프로그래밍 필수사항 Java 웹 프로그래밍 관련 기술에 대한 이해(Java, HTML/css/javascript) Spring Framework 기술에 대한 이해 우대사항 컴퓨터공학/과학 또는 전자계산학..."
https://kr.indeed.com/viewjob?jk=5dbdc4cfd49392ea,네이버 쇼핑플랫폼 Selective 앱 개발자 (Android/iOS),네이버 대한민국,,"필요역량] * Android * - Android 개발 경험을 2년 이상 보유하신 분 - Kotlin, JAVA 기본 개발 역량을 보유하신 분 - Android Framework에 대한 이해도가 높으신 분 - Git 사용에..."
https://kr.indeed.com/viewjob?jk=cd88d84c85be0dda,모바일게임 플랫폼 서버 개발자,Nexon 성남 분당구,,주요업무 - 글로벌 모바일게임 패치시스템 - 모바일 앱스토어 백오피스 지원자격 - 2년 이상의 Java & Spring Framework 개발 경험 - Restful API 설계 및 개발 경험 - 데이터베이스 (RDB...
https://kr.indeed.com/viewjob?jk=f7356e4313328646,"[카카오톡] 카카오톡 클라이언트 경력 개발자 (Android, IOS,...",카카오 4.2 성남 판교역,,"분 목표지향적인 사고와 실행능력이 뛰어난 분 ✔︎ 안드로이드 클라이언트 개발 필요 기술셋 및 지원 자격 Java, Kotlin 신입 및 경력연차 무관 우대사항 보다 큰 서비스를 개발하며 성장하고픈 신입 및 주니어들 환영..."
https://kr.indeed.com/viewjob?jk=b82cdf579d90192f,교통과학연구원 계약직,도로교통공단 대한민국,,"계약기간 전문계약직 라급 1 수치지도 개발 - GIS Tool을 활용한 어플리케이션 개발 유경험자/JAVA, Visual C++ 사용 가능자/CNS 단말기 프로그램 개발 유경험자 서울시 공단본부(8개월) - 우대사..."
https://kr.indeed.com/viewjob?jk=5d75add82fd315fb,유니메오 함께할 웹개발 인재 찾습니다.,유니메오 서울 서초구,"연봉 25,000,000원","개발 [필요기술] - 서버 WEB 개발 JAVA 및 서버 통신 모듈 개발 경력 - JAVA/JSP - JAVA SPRING BOOT - JAVA SPRING FRAMEWORK - AJAX JQUERY, JAVA-SCRIPT..."
https://kr.indeed.com/viewjob?jk=037a5d6896bd0a39,[지니너스]연구개발 및 운영 정규직,지니너스 (GENINUS Inc.) 서울 문정동,"연봉 30,000,000원","BI [자격요건] : 생물정보학 또는 생물학 관련 전공자 : 학사 이상 [우대조건] : Python, R, Java 가능자 : NGS 관련 경력 (경험) 자 우대 : 석사학위 이상 소지자 우대 [담당업무] : NGS 파이프라..."
https://kr.indeed.com/viewjob?jk=e5c63f4e86ceefda,Technical Writer,SendBird 서울,,"Experience with one or more... following languages; Objective-C, Java, Swift, JavaScript, and Python ABOUT SENDBIRD..."
https://kr.indeed.com/viewjob?jk=e6ed4f83454aa0c3,Java/Jsp/Front-end/WEB 개발자,에코소프트 경기도,,자격요건 담당업무 자격요건 인원 Java/Jsp/Front-end/WEB... 게임>웹프로그래밍>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래밍>JSP|인터넷·IT·통신·모바일·게임>응용 프로그래밍>JAVA|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=68bff5fe5cec0c61,[멜론] 커머스 개발자 (경력),카카오 4.2 성남 판교역,,서비스 운영/개발 이벤트/프로모션 서비스 운영/개발 타겟마케팅 시스템 운영/개발 지원자격 Linux/Java/Oracle(Mysql)/Git 기반 B2C 서비스 운영/개발 경력 3년 이상 Springframework...
https://kr.indeed.com/viewjob?jk=18d8e70e9d6b8d7d,Senior Engineer (Back-end),Tapjoy 서울,,"interest in Java, and interfacing... Engineering experience (preferably with Java) • Strong knowledge of data structures..."
https://kr.indeed.com/viewjob?jk=967badfd7b984f32,[Search&Clova] Clova 챗봇 빌더&웹 개발 신입/경력사원,네이버 대한민국,,"을 읽고 이해할 수 있으신 분 · Java or Scala 기본 개발 역량... 및 알고리즘에 대한 기본기 ) · Programming Skill · Java or Scala, JavaScript 및 웹 관련 기술 스택 [우대..."
https://kr.indeed.com/viewjob?jk=dcda50f281a517f9,[Platform Engineering] Server Engineer,네이버 대한민국,,개발 및 운영 • 필요역량 (아래 관련 경력 2년 이상) ㅇ HTTP / REST / API 설계에 익숙하신 분 ㅇ JAVA / Go / NodeJS 중 1개 이상의 프로그래밍 언어에 익숙하신 분 • 우대사항 ㅇ LINUX...
https://kr.indeed.com/viewjob?jk=aa95d227f0a7ee8e,하반기 농심그룹 신입사원,농심그룹 대한민국,,"서울 NDS... 개발 전산 관련 - JAVA, JSP 등 프로그래밍 가능자 - 전자정부프레임워크 지식 및 활용 경험 우대 서울 외 SAP개발 - SAP ABAP, JAVA 프로그래밍 가능자 - SAP MM/PP/FI..."
https://kr.indeed.com/viewjob?jk=2f8a48b7f26e5569,Main Controller Developer (SW Engineer),Applied Materials Inc. 경기도 화성,,"complex multidisciplinary Java system Characterize, design and develop capabilities in complex multidisciplinary Java system..."
https://kr.indeed.com/viewjob?jk=fd0d5c4e8e478983,티켓링크 Java 웹서비스,NHN TicketLink 4.4 성남 판교역,,Job Description 자격요건 우대사항 *예매시스템 서버개발 및 유지보수 * 경력 2년 이상 * Java/Spring Framework 개발 경험자 * javascript 개발 경험자 * Linux 환경 개발...
https://kr.indeed.com/viewjob?jk=b918e937b9fae2dc,[Search & Clova] 네이버 스마트보드 안드로이드 개발 신입/경...,네이버 대한민국,,년 이상 보유하신 분 [자격요건 및 우대사항] · 안드로이드 IME 개발 경험이 있으신 분 · C/C++/Java/Kotlin 프로그래밍 기본 지식을 가지신 분 · ML 관련 개발 경험이 있으신 분 · JNI library...
https://kr.indeed.com/viewjob?jk=37da5b148b2d3ef4,Senior Data Scientist - AWS Professional...,Amazon Web Services Korea LLC 서울,,analysis · Good skills with programming languages... Java or C/C++ · Ability to develop experimental and analytic plans...
https://kr.indeed.com/viewjob?jk=74afc03585762133,Senior Solution Architect - (VMware Tanz...,Dell 4.0 서울,,enterprise middleware and Java Spring-based mission critical applications Knowledge of Java frameworks and libraries (Spring...
https://kr.indeed.com/viewjob?jk=d57b19564ea05138,데이터인프라개발팀 - 데이터 플랫폼 엔지니어,Nexon 성남 분당구,,"지원자격 - 클라우드 환경에서 분산 시스템을 시작부터 운영까지 스스로 개발해본 분 - C++ / C# / JAVA / Scala / Python 언어 중 한가지 이상의 언어를 능숙히 사용하시는 분 - 자료구조, 알고리즘..."
https://kr.indeed.com/viewjob?jk=5a0c0234808fcd6d,쇼핑몰 솔루션 개발( PHP 백엔드 및 유지보수),제트앤에스 서울 강남구,"월급 1,600,000원 - 1,800,000원","분야, 연락처, 희망연봉 기재 직무/산업 직무별(직종) 콘텐츠.사이트운영디버깅 웹프로그래머웹프로그래머, ASP, JSP, JAVA, Servlet, CORBA, PHP, CGI, XML 산업별(업종) 통신사.네트워크 웹호스팅"
https://kr.indeed.com/viewjob?jk=ad3c7c22cfc0bc67,각 부문 수시,KIS채권평가 대한민국,,"모집부서... 포지션: 신입/경력 *담당업무: - 프로그래머 *자격요건: - C/C++, C#, java 등 프로그램 개발 가능 - Oracle Database 이용 경험 - Windows server와 Linux..."
https://kr.indeed.com/viewjob?jk=8f0dfcd582982dcb,멜론 서비스 데이터 분석 및 개발자,카카오 4.2 성남 판교역,,이언스 직무 경력 1년 이상 데이터 분석에 필요한 대용량 데이터 처리 SQL 구현 능력과 Python 또는 Java 개발 경험과 이해도가 높은 분 맡은 업무에 책임감이 강하고 업무의 과정과 결과를 설득력 있게 전달할 수 있는...
https://kr.indeed.com/viewjob?jk=fe1541294ec8455b,프로그램 개발자,포커스정보 부산 사상구,"연봉 26,000,000원 - 28,000,000원","직무별(직종) 응용프로그래머VisualC, VisualC++, VisualBasic, C, C++, MFC, PowerBuilder, Java, .NET, Tuxedo 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=9fc89e45df8eaf9c,[TmaxData/기술] 기술지원 엔지니어(대전),티맥스소프트 대전,,성격 보유자 우대사항 컴퓨터 및 전산관련 전공자 우대 DBMS 기술지원 및 운영업무 유경험자 우대 C/Java 기반의 SQL 개발 경력 유경험자 우대 OCP/SQLP(SQLD)/DAP(DAsP) 자격증 우대 모집기간...
https://kr.indeed.com/viewjob?jk=6d479593b544fa68,카카오 전체의 사용자 플랫폼 만들 서버개발자,카카오 4.2 성남 판교역,,어뷰징 시도를 탐지 및 차단하는 시스템 개발 지원자격 필요 기술셋 및 지원 자격 개발 경력 2년 이상 Java 와 Spring framework를 활용하여 웹어플리케이션 개발에 능하신 분 대용량 데이터 처리에 관심이...
https://kr.indeed.com/viewjob?jk=19c64243dc570601,[개발]검색개발(서버/API) 담당자(정규직),위메프 2.3 대한민국,,자격사항] - Elastic Search/Solr/Lucene등 오픈소스 검색엔진 활용 개발 경험자 - Java/Spring 계열 개발 경험 4년 이상자(검색 개발 1년 이상) - MySQL 등 RDBMS 활용 가능자...
https://kr.indeed.com/viewjob?jk=ec013d07353abed4,웹 프론트엔드 개발,(주)로켓츠게임즈 안양 동안구,,"자격요건(백엔드)* ・웹 프론트엔드 실무 경력자 (5년 이상) ・PHP, Node.js, Python, Java 등의 언어에 하나 이상 익숙하신 분 ・MVC framework 기반의 웹 어플리케이션 또는 API 개발경험..."
https://kr.indeed.com/viewjob?jk=ba55b3ade2ed7e34,그룹사 MES UI 구축(JAVA/5개월/수원),디와이즈 경기도 화성,,"대학졸업(2,3년) 성별 무관 기타 담당업무 그룹사 MES UI 구축(JAVA/5개월/수원) 자유 양식 지원 개인이 현재 보유중인 이력서 자유양식으... 산업 직무별(직종) 응용프로그래머Java 산업별(업종) SI.SM.ERP..."
https://kr.indeed.com/viewjob?jk=d9f11f87d00b7289,상반기 수시 각 부문별 신입/경력직,쎄트렉아이 대전 유성구,,필수자격요건] - C# 또는 Java 개발 능력 - NUnit 등 단위... Java 개발 능력 - git 사용 능력 전산학/ 컴퓨터공학 ※ 학사 이상 [ 지상 GT2] 인공위성 지상체 SW 개발자 (C#/Java...
https://kr.indeed.com/viewjob?jk=1a0aa57995bad007,인터넷뱅킹 Web 개발/유지 운영,CITI 3.9 인천,,유지 운영 자격요건 (필수사항) - Linux 및 WebSphere 환경의 웹 개발 3년 이상 - Java / Oracle 사용 경험 1년 이상 (우대사항) - 금융권 인터넷 애플리케이션 개발 경험 - 웹 보안...
https://kr.indeed.com/viewjob?jk=0dea68838cffc122,"1인 식문화에 새로운 흐름 가져올 푸드테크 기업, 가배브로스 공동 창업자...",가배브로스 대한민국,,"적지 못하는 점 양해바라며, 자세한 이야기는 만나서 커피 한 잔과 함께!! 7. 필요 기술 및 경력 - Java, Javascript, Android 관련 프로젝트 1회 이상 실무 경험자 - Server(Window 혹은..."
https://kr.indeed.com/viewjob?jk=ea10c2070e0edc8a,안드로이드 어플리케이션 신입 및 경력(~5년) 직원,TJ미디어 서울 강서구,,"이력서, 자유양식 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA"
https://kr.indeed.com/viewjob?jk=87dd591313ddc2de,자바개발자 (JSP) - 경력자(3년이상),뉴리버 New river 서울 강남구,,"록하지 않으셨다면!! 상세 이력서 등록하기 지원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JSP, JAVA 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=3ec360cab6c8e9c0,산업용 자동제어 인력,대한시스템 제주 제주시,"연봉 20,000,000원 - 22,000,000원","이력서에 응시분야, 연락처, 희망연봉 기재 직무/산업 직무별(직종) 응용프로그래머VisualC, VisualC++, VisualBasic, C, C++, MFC, PowerBuilder, Java, .NET, Tuxedo"
https://kr.indeed.com/viewjob?jk=19b93db9fb547677,시크릿차트와 함께할 개발자,시크릿차트 서울 강남구,,요한 현 시점에서 당신이 꼭 필요합니다. Ios / Android / java / php / jQuery / MySQL / Redis / nginx... 있습니다. Ios / Android / java / PHP / jQuery...
